Source Name,ArrayExpress_Accession,Cell Type,Dir
2i_40,ERR522871,2i,/home/s2321661/Test/align/ERR522871/ERR522871_Aligned.sortedByCoord.out.bam
2i_41,ERR523029,2i,/home/s2321661/Test/align/ERR523029/ERR523029_Aligned.sortedByCoord.out.bam
2i_42,ERR523130,2i,/home/s2321661/Test/align/ERR523130/ERR523130_Aligned.sortedByCoord.out.bam
2i_43,ERR523135,2i,/home/s2321661/Test/align/ERR523135/ERR523135_Aligned.sortedByCoord.out.bam
2i_44,ERR522855,2i,/home/s2321661/Test/align/ERR522855/ERR522855_Aligned.sortedByCoord.out.bam
2i_45,ERR522869,2i,/home/s2321661/Test/align/ERR522869/ERR522869_Aligned.sortedByCoord.out.bam
2i_46,ERR523185,2i,/home/s2321661/Test/align/ERR523185/ERR523185_Aligned.sortedByCoord.out.bam
2i_47,ERR522860,2i,/home/s2321661/Test/align/ERR522860/ERR522860_Aligned.sortedByCoord.out.bam
2i_48,ERR522924,2i,/home/s2321661/Test/align/ERR522924/ERR522924_Aligned.sortedByCoord.out.bam
2i_49,ERR523072,2i,/home/s2321661/Test/align/ERR523072/ERR523072_Aligned.sortedByCoord.out.bam
2i_5,ERR523194,2i,/home/s2321661/Test/align/ERR523194/ERR523194_Aligned.sortedByCoord.out.bam
2i_5_1,ERR1211560,2i,/home/s2321661/Test/align/ERR1211560/ERR1211560_Aligned.sortedByCoord.out.bam
2i_5_10,ERR1211569,2i,/home/s2321661/Test/align/ERR1211569/ERR1211569_Aligned.sortedByCoord.out.bam
2i_5_11,ERR1211570,2i,/home/s2321661/Test/align/ERR1211570/ERR1211570_Aligned.sortedByCoord.out.bam
2i_5_12,ERR1211571,2i,/home/s2321661/Test/align/ERR1211571/ERR1211571_Aligned.sortedByCoord.out.bam
2i_5_13,ERR1211572,2i,/home/s2321661/Test/align/ERR1211572/ERR1211572_Aligned.sortedByCoord.out.bam
2i_5_14,ERR1211573,2i,/home/s2321661/Test/align/ERR1211573/ERR1211573_Aligned.sortedByCoord.out.bam
2i_5_15,ERR1211574,2i,/home/s2321661/Test/align/ERR1211574/ERR1211574_Aligned.sortedByCoord.out.bam
2i_5_16,ERR1211575,2i,/home/s2321661/Test/align/ERR1211575/ERR1211575_Aligned.sortedByCoord.out.bam
2i_5_17,ERR1211576,2i,/home/s2321661/Test/align/ERR1211576/ERR1211576_Aligned.sortedByCoord.out.bam
2i_5_18,ERR1211577,2i,/home/s2321661/Test/align/ERR1211577/ERR1211577_Aligned.sortedByCoord.out.bam
2i_5_19,ERR1211578,2i,/home/s2321661/Test/align/ERR1211578/ERR1211578_Aligned.sortedByCoord.out.bam
2i_5_2,ERR1211561,2i,/home/s2321661/Test/align/ERR1211561/ERR1211561_Aligned.sortedByCoord.out.bam
2i_5_20,ERR1211579,2i,/home/s2321661/Test/align/ERR1211579/ERR1211579_Aligned.sortedByCoord.out.bam
2i_5_21,ERR1211580,2i,/home/s2321661/Test/align/ERR1211580/ERR1211580_Aligned.sortedByCoord.out.bam
2i_5_22,ERR1211581,2i,/home/s2321661/Test/align/ERR1211581/ERR1211581_Aligned.sortedByCoord.out.bam
2i_5_23,ERR1211582,2i,/home/s2321661/Test/align/ERR1211582/ERR1211582_Aligned.sortedByCoord.out.bam
2i_5_24,ERR1211583,2i,/home/s2321661/Test/align/ERR1211583/ERR1211583_Aligned.sortedByCoord.out.bam
2i_5_25,ERR1211584,2i,/home/s2321661/Test/align/ERR1211584/ERR1211584_Aligned.sortedByCoord.out.bam
2i_5_26,ERR1211585,2i,/home/s2321661/Test/align/ERR1211585/ERR1211585_Aligned.sortedByCoord.out.bam
2i_5_27,ERR1211586,2i,/home/s2321661/Test/align/ERR1211586/ERR1211586_Aligned.sortedByCoord.out.bam
2i_5_28,ERR1211587,2i,/home/s2321661/Test/align/ERR1211587/ERR1211587_Aligned.sortedByCoord.out.bam
2i_5_29,ERR1211588,2i,/home/s2321661/Test/align/ERR1211588/ERR1211588_Aligned.sortedByCoord.out.bam
2i_5_3,ERR1211562,2i,/home/s2321661/Test/align/ERR1211562/ERR1211562_Aligned.sortedByCoord.out.bam
2i_5_30,ERR1211589,2i,/home/s2321661/Test/align/ERR1211589/ERR1211589_Aligned.sortedByCoord.out.bam
2i_5_31,ERR1211590,2i,/home/s2321661/Test/align/ERR1211590/ERR1211590_Aligned.sortedByCoord.out.bam
2i_5_32,ERR1211591,2i,/home/s2321661/Test/align/ERR1211591/ERR1211591_Aligned.sortedByCoord.out.bam
2i_5_33,ERR1211592,2i,/home/s2321661/Test/align/ERR1211592/ERR1211592_Aligned.sortedByCoord.out.bam
2i_5_34,ERR1211593,2i,/home/s2321661/Test/align/ERR1211593/ERR1211593_Aligned.sortedByCoord.out.bam
2i_5_35,ERR1211594,2i,/home/s2321661/Test/align/ERR1211594/ERR1211594_Aligned.sortedByCoord.out.bam
2i_5_36,ERR1211595,2i,/home/s2321661/Test/align/ERR1211595/ERR1211595_Aligned.sortedByCoord.out.bam
2i_5_37,ERR1211596,2i,/home/s2321661/Test/align/ERR1211596/ERR1211596_Aligned.sortedByCoord.out.bam
2i_5_38,ERR1211597,2i,/home/s2321661/Test/align/ERR1211597/ERR1211597_Aligned.sortedByCoord.out.bam
2i_5_39,ERR1211598,2i,/home/s2321661/Test/align/ERR1211598/ERR1211598_Aligned.sortedByCoord.out.bam
2i_5_4,ERR1211563,2i,/home/s2321661/Test/align/ERR1211563/ERR1211563_Aligned.sortedByCoord.out.bam
2i_5_40,ERR1211599,2i,/home/s2321661/Test/align/ERR1211599/ERR1211599_Aligned.sortedByCoord.out.bam
2i_5_41,ERR1211600,2i,/home/s2321661/Test/align/ERR1211600/ERR1211600_Aligned.sortedByCoord.out.bam
2i_5_42,ERR1211601,2i,/home/s2321661/Test/align/ERR1211601/ERR1211601_Aligned.sortedByCoord.out.bam
2i_5_43,ERR1211602,2i,/home/s2321661/Test/align/ERR1211602/ERR1211602_Aligned.sortedByCoord.out.bam
2i_5_44,ERR1211603,2i,/home/s2321661/Test/align/ERR1211603/ERR1211603_Aligned.sortedByCoord.out.bam
2i_5_45,ERR1211604,2i,/home/s2321661/Test/align/ERR1211604/ERR1211604_Aligned.sortedByCoord.out.bam
2i_5_46,ERR1211605,2i,/home/s2321661/Test/align/ERR1211605/ERR1211605_Aligned.sortedByCoord.out.bam
2i_5_47,ERR1211606,2i,/home/s2321661/Test/align/ERR1211606/ERR1211606_Aligned.sortedByCoord.out.bam
2i_5_48,ERR1211607,2i,/home/s2321661/Test/align/ERR1211607/ERR1211607_Aligned.sortedByCoord.out.bam
2i_5_49,ERR1211608,2i,/home/s2321661/Test/align/ERR1211608/ERR1211608_Aligned.sortedByCoord.out.bam
2i_5_5,ERR1211564,2i,/home/s2321661/Test/align/ERR1211564/ERR1211564_Aligned.sortedByCoord.out.bam
2i_5_50,ERR1211609,2i,/home/s2321661/Test/align/ERR1211609/ERR1211609_Aligned.sortedByCoord.out.bam
2i_5_51,ERR1211610,2i,/home/s2321661/Test/align/ERR1211610/ERR1211610_Aligned.sortedByCoord.out.bam
2i_5_52,ERR1211611,2i,/home/s2321661/Test/align/ERR1211611/ERR1211611_Aligned.sortedByCoord.out.bam
2i_5_53,ERR1211612,2i,/home/s2321661/Test/align/ERR1211612/ERR1211612_Aligned.sortedByCoord.out.bam
2i_5_54,ERR1211613,2i,/home/s2321661/Test/align/ERR1211613/ERR1211613_Aligned.sortedByCoord.out.bam
2i_5_55,ERR1211614,2i,/home/s2321661/Test/align/ERR1211614/ERR1211614_Aligned.sortedByCoord.out.bam
2i_5_56,ERR1211615,2i,/home/s2321661/Test/align/ERR1211615/ERR1211615_Aligned.sortedByCoord.out.bam
2i_5_57,ERR1211616,2i,/home/s2321661/Test/align/ERR1211616/ERR1211616_Aligned.sortedByCoord.out.bam
2i_5_58,ERR1211617,2i,/home/s2321661/Test/align/ERR1211617/ERR1211617_Aligned.sortedByCoord.out.bam
2i_5_59,ERR1211618,2i,/home/s2321661/Test/align/ERR1211618/ERR1211618_Aligned.sortedByCoord.out.bam
2i_5_6,ERR1211565,2i,/home/s2321661/Test/align/ERR1211565/ERR1211565_Aligned.sortedByCoord.out.bam
2i_5_60,ERR1211619,2i,/home/s2321661/Test/align/ERR1211619/ERR1211619_Aligned.sortedByCoord.out.bam
2i_5_61,ERR1211620,2i,/home/s2321661/Test/align/ERR1211620/ERR1211620_Aligned.sortedByCoord.out.bam
2i_5_62,ERR1211621,2i,/home/s2321661/Test/align/ERR1211621/ERR1211621_Aligned.sortedByCoord.out.bam
2i_5_63,ERR1211622,2i,/home/s2321661/Test/align/ERR1211622/ERR1211622_Aligned.sortedByCoord.out.bam
2i_5_64,ERR1211623,2i,/home/s2321661/Test/align/ERR1211623/ERR1211623_Aligned.sortedByCoord.out.bam
2i_5_65,ERR1211624,2i,/home/s2321661/Test/align/ERR1211624/ERR1211624_Aligned.sortedByCoord.out.bam
2i_5_66,ERR1211625,2i,/home/s2321661/Test/align/ERR1211625/ERR1211625_Aligned.sortedByCoord.out.bam
2i_5_67,ERR1211626,2i,/home/s2321661/Test/align/ERR1211626/ERR1211626_Aligned.sortedByCoord.out.bam
2i_5_68,ERR1211627,2i,/home/s2321661/Test/align/ERR1211627/ERR1211627_Aligned.sortedByCoord.out.bam
2i_5_69,ERR1211628,2i,/home/s2321661/Test/align/ERR1211628/ERR1211628_Aligned.sortedByCoord.out.bam
2i_5_7,ERR1211566,2i,/home/s2321661/Test/align/ERR1211566/ERR1211566_Aligned.sortedByCoord.out.bam
2i_5_70,ERR1211629,2i,/home/s2321661/Test/align/ERR1211629/ERR1211629_Aligned.sortedByCoord.out.bam
2i_5_71,ERR1211630,2i,/home/s2321661/Test/align/ERR1211630/ERR1211630_Aligned.sortedByCoord.out.bam
2i_5_72,ERR1211631,2i,/home/s2321661/Test/align/ERR1211631/ERR1211631_Aligned.sortedByCoord.out.bam
2i_5_73,ERR1211632,2i,/home/s2321661/Test/align/ERR1211632/ERR1211632_Aligned.sortedByCoord.out.bam
2i_5_74,ERR1211633,2i,/home/s2321661/Test/align/ERR1211633/ERR1211633_Aligned.sortedByCoord.out.bam
2i_5_75,ERR1211634,2i,/home/s2321661/Test/align/ERR1211634/ERR1211634_Aligned.sortedByCoord.out.bam
2i_5_76,ERR1211635,2i,/home/s2321661/Test/align/ERR1211635/ERR1211635_Aligned.sortedByCoord.out.bam
2i_5_77,ERR1211636,2i,/home/s2321661/Test/align/ERR1211636/ERR1211636_Aligned.sortedByCoord.out.bam
2i_5_78,ERR1211637,2i,/home/s2321661/Test/align/ERR1211637/ERR1211637_Aligned.sortedByCoord.out.bam
2i_5_79,ERR1211638,2i,/home/s2321661/Test/align/ERR1211638/ERR1211638_Aligned.sortedByCoord.out.bam
2i_5_8,ERR1211567,2i,/home/s2321661/Test/align/ERR1211567/ERR1211567_Aligned.sortedByCoord.out.bam
2i_5_80,ERR1211639,2i,/home/s2321661/Test/align/ERR1211639/ERR1211639_Aligned.sortedByCoord.out.bam
2i_5_81,ERR1211640,2i,/home/s2321661/Test/align/ERR1211640/ERR1211640_Aligned.sortedByCoord.out.bam
2i_5_82,ERR1211641,2i,/home/s2321661/Test/align/ERR1211641/ERR1211641_Aligned.sortedByCoord.out.bam
2i_5_83,ERR1211642,2i,/home/s2321661/Test/align/ERR1211642/ERR1211642_Aligned.sortedByCoord.out.bam
2i_5_84,ERR1211643,2i,/home/s2321661/Test/align/ERR1211643/ERR1211643_Aligned.sortedByCoord.out.bam
2i_5_85,ERR1211644,2i,/home/s2321661/Test/align/ERR1211644/ERR1211644_Aligned.sortedByCoord.out.bam
2i_5_86,ERR1211645,2i,/home/s2321661/Test/align/ERR1211645/ERR1211645_Aligned.sortedByCoord.out.bam
2i_5_87,ERR1211646,2i,/home/s2321661/Test/align/ERR1211646/ERR1211646_Aligned.sortedByCoord.out.bam
2i_5_88,ERR1211647,2i,/home/s2321661/Test/align/ERR1211647/ERR1211647_Aligned.sortedByCoord.out.bam
2i_5_89,ERR1211648,2i,/home/s2321661/Test/align/ERR1211648/ERR1211648_Aligned.sortedByCoord.out.bam
2i_5_9,ERR1211568,2i,/home/s2321661/Test/align/ERR1211568/ERR1211568_Aligned.sortedByCoord.out.bam
2i_5_90,ERR1211649,2i,/home/s2321661/Test/align/ERR1211649/ERR1211649_Aligned.sortedByCoord.out.bam
2i_5_91,ERR1211650,2i,/home/s2321661/Test/align/ERR1211650/ERR1211650_Aligned.sortedByCoord.out.bam
2i_5_92,ERR1211651,2i,/home/s2321661/Test/align/ERR1211651/ERR1211651_Aligned.sortedByCoord.out.bam
2i_5_93,ERR1211652,2i,/home/s2321661/Test/align/ERR1211652/ERR1211652_Aligned.sortedByCoord.out.bam
2i_5_94,ERR1211653,2i,/home/s2321661/Test/align/ERR1211653/ERR1211653_Aligned.sortedByCoord.out.bam
2i_5_95,ERR1211654,2i,/home/s2321661/Test/align/ERR1211654/ERR1211654_Aligned.sortedByCoord.out.bam
2i_5_96,ERR1211655,2i,/home/s2321661/Test/align/ERR1211655/ERR1211655_Aligned.sortedByCoord.out.bam
2i_50,ERR523174,2i,/home/s2321661/Test/align/ERR523174/ERR523174_Aligned.sortedByCoord.out.bam
2i_51,ERR522909,2i,/home/s2321661/Test/align/ERR522909/ERR522909_Aligned.sortedByCoord.out.bam
2i_52,ERR523066,2i,/home/s2321661/Test/align/ERR523066/ERR523066_Aligned.sortedByCoord.out.bam
2i_53,ERR522941,2i,/home/s2321661/Test/align/ERR522941/ERR522941_Aligned.sortedByCoord.out.bam
2i_54,ERR522946,2i,/home/s2321661/Test/align/ERR522946/ERR522946_Aligned.sortedByCoord.out.bam
2i_55,ERR522850,2i,/home/s2321661/Test/align/ERR522850/ERR522850_Aligned.sortedByCoord.out.bam
2i_56,ERR523092,2i,/home/s2321661/Test/align/ERR523092/ERR523092_Aligned.sortedByCoord.out.bam
2i_57,ERR523206,2i,/home/s2321661/Test/align/ERR523206/ERR523206_Aligned.sortedByCoord.out.bam
2i_58,ERR522865,2i,/home/s2321661/Test/align/ERR522865/ERR522865_Aligned.sortedByCoord.out.bam
2i_59,ERR522881,2i,/home/s2321661/Test/align/ERR522881/ERR522881_Aligned.sortedByCoord.out.bam
2i_6,ERR523020,2i,/home/s2321661/Test/align/ERR523020/ERR523020_Aligned.sortedByCoord.out.bam
2i_60,ERR522874,2i,/home/s2321661/Test/align/ERR522874/ERR522874_Aligned.sortedByCoord.out.bam
2i_61,ERR523007,2i,/home/s2321661/Test/align/ERR523007/ERR523007_Aligned.sortedByCoord.out.bam
2i_62,ERR523125,2i,/home/s2321661/Test/align/ERR523125/ERR523125_Aligned.sortedByCoord.out.bam
2i_63,ERR523197,2i,/home/s2321661/Test/align/ERR523197/ERR523197_Aligned.sortedByCoord.out.bam
2i_64,ERR522931,2i,/home/s2321661/Test/align/ERR522931/ERR522931_Aligned.sortedByCoord.out.bam
2i_65,ERR523143,2i,/home/s2321661/Test/align/ERR523143/ERR523143_Aligned.sortedByCoord.out.bam
2i_66,ERR523124,2i,/home/s2321661/Test/align/ERR523124/ERR523124_Aligned.sortedByCoord.out.bam
2i_67,ERR523188,2i,/home/s2321661/Test/align/ERR523188/ERR523188_Aligned.sortedByCoord.out.bam
2i_68,ERR523175,2i,/home/s2321661/Test/align/ERR523175/ERR523175_Aligned.sortedByCoord.out.bam
2i_69,ERR523006,2i,/home/s2321661/Test/align/ERR523006/ERR523006_Aligned.sortedByCoord.out.bam
2i_7,ERR523153,2i,/home/s2321661/Test/align/ERR523153/ERR523153_Aligned.sortedByCoord.out.bam
2i_70,ERR522818,2i,/home/s2321661/Test/align/ERR522818/ERR522818_Aligned.sortedByCoord.out.bam
2i_71,ERR522999,2i,/home/s2321661/Test/align/ERR522999/ERR522999_Aligned.sortedByCoord.out.bam
2i_72,ERR523059,2i,/home/s2321661/Test/align/ERR523059/ERR523059_Aligned.sortedByCoord.out.bam
2i_73,ERR523090,2i,/home/s2321661/Test/align/ERR523090/ERR523090_Aligned.sortedByCoord.out.bam
2i_74,ERR522973,2i,/home/s2321661/Test/align/ERR522973/ERR522973_Aligned.sortedByCoord.out.bam
2i_75,ERR523040,2i,/home/s2321661/Test/align/ERR523040/ERR523040_Aligned.sortedByCoord.out.bam
2i_76,ERR523063,2i,/home/s2321661/Test/align/ERR523063/ERR523063_Aligned.sortedByCoord.out.bam
2i_77,ERR523100,2i,/home/s2321661/Test/align/ERR523100/ERR523100_Aligned.sortedByCoord.out.bam
2i_78,ERR523136,2i,/home/s2321661/Test/align/ERR523136/ERR523136_Aligned.sortedByCoord.out.bam
2i_79,ERR522984,2i,/home/s2321661/Test/align/ERR522984/ERR522984_Aligned.sortedByCoord.out.bam
2i_8,ERR522998,2i,/home/s2321661/Test/align/ERR522998/ERR522998_Aligned.sortedByCoord.out.bam
2i_80,ERR523080,2i,/home/s2321661/Test/align/ERR523080/ERR523080_Aligned.sortedByCoord.out.bam
2i_81,ERR522950,2i,/home/s2321661/Test/align/ERR522950/ERR522950_Aligned.sortedByCoord.out.bam
2i_82,ERR522953,2i,/home/s2321661/Test/align/ERR522953/ERR522953_Aligned.sortedByCoord.out.bam
2i_83,ERR522921,2i,/home/s2321661/Test/align/ERR522921/ERR522921_Aligned.sortedByCoord.out.bam
2i_84,ERR522930,2i,/home/s2321661/Test/align/ERR522930/ERR522930_Aligned.sortedByCoord.out.bam
2i_85,ERR523073,2i,/home/s2321661/Test/align/ERR523073/ERR523073_Aligned.sortedByCoord.out.bam
2i_86,ERR523118,2i,/home/s2321661/Test/align/ERR523118/ERR523118_Aligned.sortedByCoord.out.bam
2i_87,ERR523195,2i,/home/s2321661/Test/align/ERR523195/ERR523195_Aligned.sortedByCoord.out.bam
2i_88,ERR523097,2i,/home/s2321661/Test/align/ERR523097/ERR523097_Aligned.sortedByCoord.out.bam
2i_89,ERR522952,2i,/home/s2321661/Test/align/ERR522952/ERR522952_Aligned.sortedByCoord.out.bam
2i_9,ERR523178,2i,/home/s2321661/Test/align/ERR523178/ERR523178_Aligned.sortedByCoord.out.bam
2i_90,ERR522920,2i,/home/s2321661/Test/align/ERR522920/ERR522920_Aligned.sortedByCoord.out.bam
2i_91,ERR523051,2i,/home/s2321661/Test/align/ERR523051/ERR523051_Aligned.sortedByCoord.out.bam
2i_92,ERR522986,2i,/home/s2321661/Test/align/ERR522986/ERR522986_Aligned.sortedByCoord.out.bam
2i_93,ERR523035,2i,/home/s2321661/Test/align/ERR523035/ERR523035_Aligned.sortedByCoord.out.bam
2i_94,ERR523203,2i,/home/s2321661/Test/align/ERR523203/ERR523203_Aligned.sortedByCoord.out.bam
2i_95,ERR522955,2i,/home/s2321661/Test/align/ERR522955/ERR522955_Aligned.sortedByCoord.out.bam
2i_96,ERR523064,2i,/home/s2321661/Test/align/ERR523064/ERR523064_Aligned.sortedByCoord.out.bam
a2i_1,ERR523122,a2i,/home/s2321661/Test/align/ERR523122/ERR523122_Aligned.sortedByCoord.out.bam
a2i_10,ERR523171,a2i,/home/s2321661/Test/align/ERR523171/ERR523171_Aligned.sortedByCoord.out.bam
a2i_11,ERR522895,a2i,/home/s2321661/Test/align/ERR522895/ERR522895_Aligned.sortedByCoord.out.bam
a2i_12,ERR522845,a2i,/home/s2321661/Test/align/ERR522845/ERR522845_Aligned.sortedByCoord.out.bam
a2i_13,ERR523162,a2i,/home/s2321661/Test/align/ERR523162/ERR523162_Aligned.sortedByCoord.out.bam
a2i_14,ERR522933,a2i,/home/s2321661/Test/align/ERR522933/ERR522933_Aligned.sortedByCoord.out.bam
a2i_15,ERR522827,a2i,/home/s2321661/Test/align/ERR522827/ERR522827_Aligned.sortedByCoord.out.bam
a2i_16,ERR522919,a2i,/home/s2321661/Test/align/ERR522919/ERR522919_Aligned.sortedByCoord.out.bam
a2i_17,ERR522976,a2i,/home/s2321661/Test/align/ERR522976/ERR522976_Aligned.sortedByCoord.out.bam
a2i_18,ERR522947,a2i,/home/s2321661/Test/align/ERR522947/ERR522947_Aligned.sortedByCoord.out.bam
a2i_19,ERR523198,a2i,/home/s2321661/Test/align/ERR523198/ERR523198_Aligned.sortedByCoord.out.bam
a2i_2,ERR523120,a2i,/home/s2321661/Test/align/ERR523120/ERR523120_Aligned.sortedByCoord.out.bam
a2i_20,ERR523078,a2i,/home/s2321661/Test/align/ERR523078/ERR523078_Aligned.sortedByCoord.out.bam
a2i_21,ERR523115,a2i,/home/s2321661/Test/align/ERR523115/ERR523115_Aligned.sortedByCoord.out.bam
a2i_22,ERR522861,a2i,/home/s2321661/Test/align/ERR522861/ERR522861_Aligned.sortedByCoord.out.bam
a2i_23,ERR523022,a2i,/home/s2321661/Test/align/ERR523022/ERR523022_Aligned.sortedByCoord.out.bam
a2i_24,ERR523201,a2i,/home/s2321661/Test/align/ERR523201/ERR523201_Aligned.sortedByCoord.out.bam
a2i_25,ERR523018,a2i,/home/s2321661/Test/align/ERR523018/ERR523018_Aligned.sortedByCoord.out.bam
a2i_26,ERR522990,a2i,/home/s2321661/Test/align/ERR522990/ERR522990_Aligned.sortedByCoord.out.bam
a2i_27,ERR523193,a2i,/home/s2321661/Test/align/ERR523193/ERR523193_Aligned.sortedByCoord.out.bam
a2i_28,ERR523134,a2i,/home/s2321661/Test/align/ERR523134/ERR523134_Aligned.sortedByCoord.out.bam
a2i_29,ERR522926,a2i,/home/s2321661/Test/align/ERR522926/ERR522926_Aligned.sortedByCoord.out.bam
a2i_3,ERR523163,a2i,/home/s2321661/Test/align/ERR523163/ERR523163_Aligned.sortedByCoord.out.bam
a2i_3_1,ERR1211272,a2i,/home/s2321661/Test/align/ERR1211272/ERR1211272_Aligned.sortedByCoord.out.bam
a2i_3_10,ERR1211281,a2i,/home/s2321661/Test/align/ERR1211281/ERR1211281_Aligned.sortedByCoord.out.bam
a2i_3_11,ERR1211282,a2i,/home/s2321661/Test/align/ERR1211282/ERR1211282_Aligned.sortedByCoord.out.bam
a2i_3_12,ERR1211283,a2i,/home/s2321661/Test/align/ERR1211283/ERR1211283_Aligned.sortedByCoord.out.bam
a2i_3_13,ERR1211284,a2i,/home/s2321661/Test/align/ERR1211284/ERR1211284_Aligned.sortedByCoord.out.bam
a2i_3_14,ERR1211285,a2i,/home/s2321661/Test/align/ERR1211285/ERR1211285_Aligned.sortedByCoord.out.bam
a2i_3_15,ERR1211286,a2i,/home/s2321661/Test/align/ERR1211286/ERR1211286_Aligned.sortedByCoord.out.bam
a2i_3_16,ERR1211287,a2i,/home/s2321661/Test/align/ERR1211287/ERR1211287_Aligned.sortedByCoord.out.bam
a2i_3_17,ERR1211288,a2i,/home/s2321661/Test/align/ERR1211288/ERR1211288_Aligned.sortedByCoord.out.bam
a2i_3_18,ERR1211289,a2i,/home/s2321661/Test/align/ERR1211289/ERR1211289_Aligned.sortedByCoord.out.bam
a2i_3_19,ERR1211290,a2i,/home/s2321661/Test/align/ERR1211290/ERR1211290_Aligned.sortedByCoord.out.bam
a2i_3_2,ERR1211273,a2i,/home/s2321661/Test/align/ERR1211273/ERR1211273_Aligned.sortedByCoord.out.bam
a2i_3_20,ERR1211291,a2i,/home/s2321661/Test/align/ERR1211291/ERR1211291_Aligned.sortedByCoord.out.bam
a2i_3_21,ERR1211292,a2i,/home/s2321661/Test/align/ERR1211292/ERR1211292_Aligned.sortedByCoord.out.bam
a2i_3_22,ERR1211293,a2i,/home/s2321661/Test/align/ERR1211293/ERR1211293_Aligned.sortedByCoord.out.bam
a2i_3_23,ERR1211294,a2i,/home/s2321661/Test/align/ERR1211294/ERR1211294_Aligned.sortedByCoord.out.bam
a2i_3_24,ERR1211295,a2i,/home/s2321661/Test/align/ERR1211295/ERR1211295_Aligned.sortedByCoord.out.bam
a2i_3_25,ERR1211296,a2i,/home/s2321661/Test/align/ERR1211296/ERR1211296_Aligned.sortedByCoord.out.bam
a2i_3_26,ERR1211297,a2i,/home/s2321661/Test/align/ERR1211297/ERR1211297_Aligned.sortedByCoord.out.bam
a2i_3_27,ERR1211298,a2i,/home/s2321661/Test/align/ERR1211298/ERR1211298_Aligned.sortedByCoord.out.bam
a2i_3_28,ERR1211299,a2i,/home/s2321661/Test/align/ERR1211299/ERR1211299_Aligned.sortedByCoord.out.bam
a2i_3_29,ERR1211300,a2i,/home/s2321661/Test/align/ERR1211300/ERR1211300_Aligned.sortedByCoord.out.bam
a2i_3_3,ERR1211274,a2i,/home/s2321661/Test/align/ERR1211274/ERR1211274_Aligned.sortedByCoord.out.bam
a2i_3_30,ERR1211301,a2i,/home/s2321661/Test/align/ERR1211301/ERR1211301_Aligned.sortedByCoord.out.bam
a2i_3_31,ERR1211302,a2i,/home/s2321661/Test/align/ERR1211302/ERR1211302_Aligned.sortedByCoord.out.bam
a2i_3_32,ERR1211303,a2i,/home/s2321661/Test/align/ERR1211303/ERR1211303_Aligned.sortedByCoord.out.bam
a2i_3_33,ERR1211304,a2i,/home/s2321661/Test/align/ERR1211304/ERR1211304_Aligned.sortedByCoord.out.bam
a2i_3_34,ERR1211305,a2i,/home/s2321661/Test/align/ERR1211305/ERR1211305_Aligned.sortedByCoord.out.bam
a2i_3_35,ERR1211306,a2i,/home/s2321661/Test/align/ERR1211306/ERR1211306_Aligned.sortedByCoord.out.bam
a2i_3_36,ERR1211307,a2i,/home/s2321661/Test/align/ERR1211307/ERR1211307_Aligned.sortedByCoord.out.bam
a2i_3_37,ERR1211308,a2i,/home/s2321661/Test/align/ERR1211308/ERR1211308_Aligned.sortedByCoord.out.bam
a2i_3_38,ERR1211309,a2i,/home/s2321661/Test/align/ERR1211309/ERR1211309_Aligned.sortedByCoord.out.bam
a2i_3_39,ERR1211310,a2i,/home/s2321661/Test/align/ERR1211310/ERR1211310_Aligned.sortedByCoord.out.bam
a2i_3_4,ERR1211275,a2i,/home/s2321661/Test/align/ERR1211275/ERR1211275_Aligned.sortedByCoord.out.bam
a2i_3_40,ERR1211311,a2i,/home/s2321661/Test/align/ERR1211311/ERR1211311_Aligned.sortedByCoord.out.bam
a2i_3_41,ERR1211312,a2i,/home/s2321661/Test/align/ERR1211312/ERR1211312_Aligned.sortedByCoord.out.bam
a2i_3_42,ERR1211313,a2i,/home/s2321661/Test/align/ERR1211313/ERR1211313_Aligned.sortedByCoord.out.bam
a2i_3_43,ERR1211314,a2i,/home/s2321661/Test/align/ERR1211314/ERR1211314_Aligned.sortedByCoord.out.bam
a2i_3_44,ERR1211315,a2i,/home/s2321661/Test/align/ERR1211315/ERR1211315_Aligned.sortedByCoord.out.bam
a2i_3_45,ERR1211316,a2i,/home/s2321661/Test/align/ERR1211316/ERR1211316_Aligned.sortedByCoord.out.bam
a2i_3_46,ERR1211317,a2i,/home/s2321661/Test/align/ERR1211317/ERR1211317_Aligned.sortedByCoord.out.bam
a2i_3_47,ERR1211318,a2i,/home/s2321661/Test/align/ERR1211318/ERR1211318_Aligned.sortedByCoord.out.bam
a2i_3_48,ERR1211319,a2i,/home/s2321661/Test/align/ERR1211319/ERR1211319_Aligned.sortedByCoord.out.bam
a2i_3_49,ERR1211320,a2i,/home/s2321661/Test/align/ERR1211320/ERR1211320_Aligned.sortedByCoord.out.bam
a2i_3_5,ERR1211276,a2i,/home/s2321661/Test/align/ERR1211276/ERR1211276_Aligned.sortedByCoord.out.bam
a2i_3_50,ERR1211321,a2i,/home/s2321661/Test/align/ERR1211321/ERR1211321_Aligned.sortedByCoord.out.bam
a2i_3_51,ERR1211322,a2i,/home/s2321661/Test/align/ERR1211322/ERR1211322_Aligned.sortedByCoord.out.bam
a2i_3_52,ERR1211323,a2i,/home/s2321661/Test/align/ERR1211323/ERR1211323_Aligned.sortedByCoord.out.bam
