Source Name,ArrayExpress_Accession,Cell Type,Dir
a2i_3_53,ERR1211324,a2i,/home/s2321661/Test/align/ERR1211324/ERR1211324_Aligned.sortedByCoord.out.bam
a2i_3_54,ERR1211325,a2i,/home/s2321661/Test/align/ERR1211325/ERR1211325_Aligned.sortedByCoord.out.bam
a2i_3_55,ERR1211326,a2i,/home/s2321661/Test/align/ERR1211326/ERR1211326_Aligned.sortedByCoord.out.bam
a2i_3_56,ERR1211327,a2i,/home/s2321661/Test/align/ERR1211327/ERR1211327_Aligned.sortedByCoord.out.bam
a2i_3_57,ERR1211328,a2i,/home/s2321661/Test/align/ERR1211328/ERR1211328_Aligned.sortedByCoord.out.bam
a2i_3_58,ERR1211329,a2i,/home/s2321661/Test/align/ERR1211329/ERR1211329_Aligned.sortedByCoord.out.bam
a2i_3_59,ERR1211330,a2i,/home/s2321661/Test/align/ERR1211330/ERR1211330_Aligned.sortedByCoord.out.bam
a2i_3_6,ERR1211277,a2i,/home/s2321661/Test/align/ERR1211277/ERR1211277_Aligned.sortedByCoord.out.bam
a2i_3_60,ERR1211331,a2i,/home/s2321661/Test/align/ERR1211331/ERR1211331_Aligned.sortedByCoord.out.bam
a2i_3_61,ERR1211332,a2i,/home/s2321661/Test/align/ERR1211332/ERR1211332_Aligned.sortedByCoord.out.bam
a2i_3_62,ERR1211333,a2i,/home/s2321661/Test/align/ERR1211333/ERR1211333_Aligned.sortedByCoord.out.bam
a2i_3_63,ERR1211334,a2i,/home/s2321661/Test/align/ERR1211334/ERR1211334_Aligned.sortedByCoord.out.bam
a2i_3_64,ERR1211335,a2i,/home/s2321661/Test/align/ERR1211335/ERR1211335_Aligned.sortedByCoord.out.bam
a2i_3_65,ERR1211336,a2i,/home/s2321661/Test/align/ERR1211336/ERR1211336_Aligned.sortedByCoord.out.bam
a2i_3_66,ERR1211337,a2i,/home/s2321661/Test/align/ERR1211337/ERR1211337_Aligned.sortedByCoord.out.bam
a2i_3_67,ERR1211338,a2i,/home/s2321661/Test/align/ERR1211338/ERR1211338_Aligned.sortedByCoord.out.bam
a2i_3_68,ERR1211339,a2i,/home/s2321661/Test/align/ERR1211339/ERR1211339_Aligned.sortedByCoord.out.bam
a2i_3_69,ERR1211340,a2i,/home/s2321661/Test/align/ERR1211340/ERR1211340_Aligned.sortedByCoord.out.bam
a2i_3_7,ERR1211278,a2i,/home/s2321661/Test/align/ERR1211278/ERR1211278_Aligned.sortedByCoord.out.bam
a2i_3_70,ERR1211341,a2i,/home/s2321661/Test/align/ERR1211341/ERR1211341_Aligned.sortedByCoord.out.bam
a2i_3_71,ERR1211342,a2i,/home/s2321661/Test/align/ERR1211342/ERR1211342_Aligned.sortedByCoord.out.bam
a2i_3_72,ERR1211343,a2i,/home/s2321661/Test/align/ERR1211343/ERR1211343_Aligned.sortedByCoord.out.bam
a2i_3_73,ERR1211344,a2i,/home/s2321661/Test/align/ERR1211344/ERR1211344_Aligned.sortedByCoord.out.bam
a2i_3_74,ERR1211345,a2i,/home/s2321661/Test/align/ERR1211345/ERR1211345_Aligned.sortedByCoord.out.bam
a2i_3_75,ERR1211346,a2i,/home/s2321661/Test/align/ERR1211346/ERR1211346_Aligned.sortedByCoord.out.bam
a2i_3_76,ERR1211347,a2i,/home/s2321661/Test/align/ERR1211347/ERR1211347_Aligned.sortedByCoord.out.bam
a2i_3_77,ERR1211348,a2i,/home/s2321661/Test/align/ERR1211348/ERR1211348_Aligned.sortedByCoord.out.bam
a2i_3_78,ERR1211349,a2i,/home/s2321661/Test/align/ERR1211349/ERR1211349_Aligned.sortedByCoord.out.bam
a2i_3_79,ERR1211350,a2i,/home/s2321661/Test/align/ERR1211350/ERR1211350_Aligned.sortedByCoord.out.bam
a2i_3_8,ERR1211279,a2i,/home/s2321661/Test/align/ERR1211279/ERR1211279_Aligned.sortedByCoord.out.bam
a2i_3_80,ERR1211351,a2i,/home/s2321661/Test/align/ERR1211351/ERR1211351_Aligned.sortedByCoord.out.bam
a2i_3_81,ERR1211352,a2i,/home/s2321661/Test/align/ERR1211352/ERR1211352_Aligned.sortedByCoord.out.bam
a2i_3_82,ERR1211353,a2i,/home/s2321661/Test/align/ERR1211353/ERR1211353_Aligned.sortedByCoord.out.bam
a2i_3_83,ERR1211354,a2i,/home/s2321661/Test/align/ERR1211354/ERR1211354_Aligned.sortedByCoord.out.bam
a2i_3_84,ERR1211355,a2i,/home/s2321661/Test/align/ERR1211355/ERR1211355_Aligned.sortedByCoord.out.bam
a2i_3_85,ERR1211356,a2i,/home/s2321661/Test/align/ERR1211356/ERR1211356_Aligned.sortedByCoord.out.bam
a2i_3_86,ERR1211357,a2i,/home/s2321661/Test/align/ERR1211357/ERR1211357_Aligned.sortedByCoord.out.bam
a2i_3_87,ERR1211358,a2i,/home/s2321661/Test/align/ERR1211358/ERR1211358_Aligned.sortedByCoord.out.bam
a2i_3_88,ERR1211359,a2i,/home/s2321661/Test/align/ERR1211359/ERR1211359_Aligned.sortedByCoord.out.bam
a2i_3_89,ERR1211360,a2i,/home/s2321661/Test/align/ERR1211360/ERR1211360_Aligned.sortedByCoord.out.bam
a2i_3_9,ERR1211280,a2i,/home/s2321661/Test/align/ERR1211280/ERR1211280_Aligned.sortedByCoord.out.bam
a2i_3_90,ERR1211361,a2i,/home/s2321661/Test/align/ERR1211361/ERR1211361_Aligned.sortedByCoord.out.bam
a2i_3_91,ERR1211362,a2i,/home/s2321661/Test/align/ERR1211362/ERR1211362_Aligned.sortedByCoord.out.bam
a2i_3_92,ERR1211363,a2i,/home/s2321661/Test/align/ERR1211363/ERR1211363_Aligned.sortedByCoord.out.bam
a2i_3_93,ERR1211364,a2i,/home/s2321661/Test/align/ERR1211364/ERR1211364_Aligned.sortedByCoord.out.bam
a2i_3_94,ERR1211365,a2i,/home/s2321661/Test/align/ERR1211365/ERR1211365_Aligned.sortedByCoord.out.bam
a2i_3_95,ERR1211366,a2i,/home/s2321661/Test/align/ERR1211366/ERR1211366_Aligned.sortedByCoord.out.bam
a2i_3_96,ERR1211367,a2i,/home/s2321661/Test/align/ERR1211367/ERR1211367_Aligned.sortedByCoord.out.bam
a2i_30,ERR523137,a2i,/home/s2321661/Test/align/ERR523137/ERR523137_Aligned.sortedByCoord.out.bam
a2i_31,ERR523042,a2i,/home/s2321661/Test/align/ERR523042/ERR523042_Aligned.sortedByCoord.out.bam
a2i_32,ERR522898,a2i,/home/s2321661/Test/align/ERR522898/ERR522898_Aligned.sortedByCoord.out.bam
a2i_33,ERR522988,a2i,/home/s2321661/Test/align/ERR522988/ERR522988_Aligned.sortedByCoord.out.bam
a2i_34,ERR522936,a2i,/home/s2321661/Test/align/ERR522936/ERR522936_Aligned.sortedByCoord.out.bam
a2i_35,ERR523172,a2i,/home/s2321661/Test/align/ERR523172/ERR523172_Aligned.sortedByCoord.out.bam
a2i_36,ERR523108,a2i,/home/s2321661/Test/align/ERR523108/ERR523108_Aligned.sortedByCoord.out.bam
a2i_37,ERR523101,a2i,/home/s2321661/Test/align/ERR523101/ERR523101_Aligned.sortedByCoord.out.bam
a2i_38,ERR522975,a2i,/home/s2321661/Test/align/ERR522975/ERR522975_Aligned.sortedByCoord.out.bam
a2i_39,ERR522964,a2i,/home/s2321661/Test/align/ERR522964/ERR522964_Aligned.sortedByCoord.out.bam
a2i_4,ERR522856,a2i,/home/s2321661/Test/align/ERR522856/ERR522856_Aligned.sortedByCoord.out.bam
a2i_40,ERR522839,a2i,/home/s2321661/Test/align/ERR522839/ERR522839_Aligned.sortedByCoord.out.bam
a2i_41,ERR523034,a2i,/home/s2321661/Test/align/ERR523034/ERR523034_Aligned.sortedByCoord.out.bam
a2i_42,ERR522978,a2i,/home/s2321661/Test/align/ERR522978/ERR522978_Aligned.sortedByCoord.out.bam
a2i_43,ERR523057,a2i,/home/s2321661/Test/align/ERR523057/ERR523057_Aligned.sortedByCoord.out.bam
a2i_44,ERR522900,a2i,/home/s2321661/Test/align/ERR522900/ERR522900_Aligned.sortedByCoord.out.bam
a2i_45,ERR523016,a2i,/home/s2321661/Test/align/ERR523016/ERR523016_Aligned.sortedByCoord.out.bam
a2i_46,ERR522970,a2i,/home/s2321661/Test/align/ERR522970/ERR522970_Aligned.sortedByCoord.out.bam
a2i_47,ERR522837,a2i,/home/s2321661/Test/align/ERR522837/ERR522837_Aligned.sortedByCoord.out.bam
a2i_48,ERR522848,a2i,/home/s2321661/Test/align/ERR522848/ERR522848_Aligned.sortedByCoord.out.bam
a2i_49,ERR522846,a2i,/home/s2321661/Test/align/ERR522846/ERR522846_Aligned.sortedByCoord.out.bam
a2i_5,ERR523074,a2i,/home/s2321661/Test/align/ERR523074/ERR523074_Aligned.sortedByCoord.out.bam
a2i_50,ERR522890,a2i,/home/s2321661/Test/align/ERR522890/ERR522890_Aligned.sortedByCoord.out.bam
a2i_51,ERR522828,a2i,/home/s2321661/Test/align/ERR522828/ERR522828_Aligned.sortedByCoord.out.bam
a2i_52,ERR523110,a2i,/home/s2321661/Test/align/ERR523110/ERR523110_Aligned.sortedByCoord.out.bam
a2i_53,ERR522958,a2i,/home/s2321661/Test/align/ERR522958/ERR522958_Aligned.sortedByCoord.out.bam
a2i_54,ERR522880,a2i,/home/s2321661/Test/align/ERR522880/ERR522880_Aligned.sortedByCoord.out.bam
a2i_55,ERR523054,a2i,/home/s2321661/Test/align/ERR523054/ERR523054_Aligned.sortedByCoord.out.bam
a2i_56,ERR522943,a2i,/home/s2321661/Test/align/ERR522943/ERR522943_Aligned.sortedByCoord.out.bam
a2i_57,ERR523030,a2i,/home/s2321661/Test/align/ERR523030/ERR523030_Aligned.sortedByCoord.out.bam
a2i_58,ERR522954,a2i,/home/s2321661/Test/align/ERR522954/ERR522954_Aligned.sortedByCoord.out.bam
a2i_59,ERR522826,a2i,/home/s2321661/Test/align/ERR522826/ERR522826_Aligned.sortedByCoord.out.bam
a2i_6,ERR522928,a2i,/home/s2321661/Test/align/ERR522928/ERR522928_Aligned.sortedByCoord.out.bam
a2i_60,ERR523079,a2i,/home/s2321661/Test/align/ERR523079/ERR523079_Aligned.sortedByCoord.out.bam
a2i_61,ERR522894,a2i,/home/s2321661/Test/align/ERR522894/ERR522894_Aligned.sortedByCoord.out.bam
a2i_62,ERR522891,a2i,/home/s2321661/Test/align/ERR522891/ERR522891_Aligned.sortedByCoord.out.bam
a2i_63,ERR523041,a2i,/home/s2321661/Test/align/ERR523041/ERR523041_Aligned.sortedByCoord.out.bam
a2i_64,ERR523055,a2i,/home/s2321661/Test/align/ERR523055/ERR523055_Aligned.sortedByCoord.out.bam
a2i_65,ERR523098,a2i,/home/s2321661/Test/align/ERR523098/ERR523098_Aligned.sortedByCoord.out.bam
a2i_66,ERR523189,a2i,/home/s2321661/Test/align/ERR523189/ERR523189_Aligned.sortedByCoord.out.bam
a2i_67,ERR523187,a2i,/home/s2321661/Test/align/ERR523187/ERR523187_Aligned.sortedByCoord.out.bam
a2i_68,ERR522908,a2i,/home/s2321661/Test/align/ERR522908/ERR522908_Aligned.sortedByCoord.out.bam
a2i_69,ERR523015,a2i,/home/s2321661/Test/align/ERR523015/ERR523015_Aligned.sortedByCoord.out.bam
a2i_7,ERR522932,a2i,/home/s2321661/Test/align/ERR522932/ERR522932_Aligned.sortedByCoord.out.bam
a2i_70,ERR523190,a2i,/home/s2321661/Test/align/ERR523190/ERR523190_Aligned.sortedByCoord.out.bam
a2i_71,ERR522832,a2i,/home/s2321661/Test/align/ERR522832/ERR522832_Aligned.sortedByCoord.out.bam
a2i_72,ERR523068,a2i,/home/s2321661/Test/align/ERR523068/ERR523068_Aligned.sortedByCoord.out.bam
a2i_73,ERR523014,a2i,/home/s2321661/Test/align/ERR523014/ERR523014_Aligned.sortedByCoord.out.bam
a2i_74,ERR523025,a2i,/home/s2321661/Test/align/ERR523025/ERR523025_Aligned.sortedByCoord.out.bam
a2i_75,ERR522985,a2i,/home/s2321661/Test/align/ERR522985/ERR522985_Aligned.sortedByCoord.out.bam
a2i_76,ERR523048,a2i,/home/s2321661/Test/align/ERR523048/ERR523048_Aligned.sortedByCoord.out.bam
a2i_77,ERR523147,a2i,/home/s2321661/Test/align/ERR523147/ERR523147_Aligned.sortedByCoord.out.bam
a2i_78,ERR522983,a2i,/home/s2321661/Test/align/ERR522983/ERR522983_Aligned.sortedByCoord.out.bam
a2i_79,ERR523095,a2i,/home/s2321661/Test/align/ERR523095/ERR523095_Aligned.sortedByCoord.out.bam
a2i_8,ERR523065,a2i,/home/s2321661/Test/align/ERR523065/ERR523065_Aligned.sortedByCoord.out.bam
a2i_80,ERR523052,a2i,/home/s2321661/Test/align/ERR523052/ERR523052_Aligned.sortedByCoord.out.bam
a2i_81,ERR523044,a2i,/home/s2321661/Test/align/ERR523044/ERR523044_Aligned.sortedByCoord.out.bam
a2i_82,ERR523138,a2i,/home/s2321661/Test/align/ERR523138/ERR523138_Aligned.sortedByCoord.out.bam
a2i_83,ERR523151,a2i,/home/s2321661/Test/align/ERR523151/ERR523151_Aligned.sortedByCoord.out.bam
a2i_84,ERR523003,a2i,/home/s2321661/Test/align/ERR523003/ERR523003_Aligned.sortedByCoord.out.bam
a2i_85,ERR523177,a2i,/home/s2321661/Test/align/ERR523177/ERR523177_Aligned.sortedByCoord.out.bam
a2i_86,ERR523067,a2i,/home/s2321661/Test/align/ERR523067/ERR523067_Aligned.sortedByCoord.out.bam
a2i_87,ERR523045,a2i,/home/s2321661/Test/align/ERR523045/ERR523045_Aligned.sortedByCoord.out.bam
a2i_88,ERR522977,a2i,/home/s2321661/Test/align/ERR522977/ERR522977_Aligned.sortedByCoord.out.bam
a2i_89,ERR523058,a2i,/home/s2321661/Test/align/ERR523058/ERR523058_Aligned.sortedByCoord.out.bam
a2i_9,ERR523103,a2i,/home/s2321661/Test/align/ERR523103/ERR523103_Aligned.sortedByCoord.out.bam
a2i_90,ERR522935,a2i,/home/s2321661/Test/align/ERR522935/ERR522935_Aligned.sortedByCoord.out.bam
a2i_91,ERR522915,a2i,/home/s2321661/Test/align/ERR522915/ERR522915_Aligned.sortedByCoord.out.bam
a2i_92,ERR523013,a2i,/home/s2321661/Test/align/ERR523013/ERR523013_Aligned.sortedByCoord.out.bam
a2i_93,ERR523133,a2i,/home/s2321661/Test/align/ERR523133/ERR523133_Aligned.sortedByCoord.out.bam
a2i_94,ERR522914,a2i,/home/s2321661/Test/align/ERR522914/ERR522914_Aligned.sortedByCoord.out.bam
a2i_95,ERR523049,a2i,/home/s2321661/Test/align/ERR523049/ERR523049_Aligned.sortedByCoord.out.bam
a2i_96,ERR523012,a2i,/home/s2321661/Test/align/ERR523012/ERR523012_Aligned.sortedByCoord.out.bam
serum_3_1,ERR1211368,serum,/home/s2321661/Test/align/ERR1211368/ERR1211368_Aligned.sortedByCoord.out.bam
serum_3_10,ERR1211377,serum,/home/s2321661/Test/align/ERR1211377/ERR1211377_Aligned.sortedByCoord.out.bam
serum_3_11,ERR1211378,serum,/home/s2321661/Test/align/ERR1211378/ERR1211378_Aligned.sortedByCoord.out.bam
serum_3_12,ERR1211379,serum,/home/s2321661/Test/align/ERR1211379/ERR1211379_Aligned.sortedByCoord.out.bam
serum_3_13,ERR1211380,serum,/home/s2321661/Test/align/ERR1211380/ERR1211380_Aligned.sortedByCoord.out.bam
serum_3_14,ERR1211381,serum,/home/s2321661/Test/align/ERR1211381/ERR1211381_Aligned.sortedByCoord.out.bam
serum_3_15,ERR1211382,serum,/home/s2321661/Test/align/ERR1211382/ERR1211382_Aligned.sortedByCoord.out.bam
serum_3_16,ERR1211383,serum,/home/s2321661/Test/align/ERR1211383/ERR1211383_Aligned.sortedByCoord.out.bam
serum_3_17,ERR1211384,serum,/home/s2321661/Test/align/ERR1211384/ERR1211384_Aligned.sortedByCoord.out.bam
serum_3_18,ERR1211385,serum,/home/s2321661/Test/align/ERR1211385/ERR1211385_Aligned.sortedByCoord.out.bam
serum_3_19,ERR1211386,serum,/home/s2321661/Test/align/ERR1211386/ERR1211386_Aligned.sortedByCoord.out.bam
serum_3_2,ERR1211369,serum,/home/s2321661/Test/align/ERR1211369/ERR1211369_Aligned.sortedByCoord.out.bam
serum_3_20,ERR1211387,serum,/home/s2321661/Test/align/ERR1211387/ERR1211387_Aligned.sortedByCoord.out.bam
serum_3_21,ERR1211388,serum,/home/s2321661/Test/align/ERR1211388/ERR1211388_Aligned.sortedByCoord.out.bam
serum_3_22,ERR1211389,serum,/home/s2321661/Test/align/ERR1211389/ERR1211389_Aligned.sortedByCoord.out.bam
serum_3_23,ERR1211390,serum,/home/s2321661/Test/align/ERR1211390/ERR1211390_Aligned.sortedByCoord.out.bam
serum_3_24,ERR1211391,serum,/home/s2321661/Test/align/ERR1211391/ERR1211391_Aligned.sortedByCoord.out.bam
serum_3_25,ERR1211392,serum,/home/s2321661/Test/align/ERR1211392/ERR1211392_Aligned.sortedByCoord.out.bam
serum_3_26,ERR1211393,serum,/home/s2321661/Test/align/ERR1211393/ERR1211393_Aligned.sortedByCoord.out.bam
serum_3_27,ERR1211394,serum,/home/s2321661/Test/align/ERR1211394/ERR1211394_Aligned.sortedByCoord.out.bam
serum_3_28,ERR1211395,serum,/home/s2321661/Test/align/ERR1211395/ERR1211395_Aligned.sortedByCoord.out.bam
serum_3_29,ERR1211396,serum,/home/s2321661/Test/align/ERR1211396/ERR1211396_Aligned.sortedByCoord.out.bam
serum_3_3,ERR1211370,serum,/home/s2321661/Test/align/ERR1211370/ERR1211370_Aligned.sortedByCoord.out.bam
serum_3_30,ERR1211397,serum,/home/s2321661/Test/align/ERR1211397/ERR1211397_Aligned.sortedByCoord.out.bam
serum_3_31,ERR1211398,serum,/home/s2321661/Test/align/ERR1211398/ERR1211398_Aligned.sortedByCoord.out.bam
serum_3_32,ERR1211399,serum,/home/s2321661/Test/align/ERR1211399/ERR1211399_Aligned.sortedByCoord.out.bam
serum_3_33,ERR1211400,serum,/home/s2321661/Test/align/ERR1211400/ERR1211400_Aligned.sortedByCoord.out.bam
serum_3_34,ERR1211401,serum,/home/s2321661/Test/align/ERR1211401/ERR1211401_Aligned.sortedByCoord.out.bam
serum_3_35,ERR1211402,serum,/home/s2321661/Test/align/ERR1211402/ERR1211402_Aligned.sortedByCoord.out.bam
serum_3_36,ERR1211403,serum,/home/s2321661/Test/align/ERR1211403/ERR1211403_Aligned.sortedByCoord.out.bam
serum_3_37,ERR1211404,serum,/home/s2321661/Test/align/ERR1211404/ERR1211404_Aligned.sortedByCoord.out.bam
serum_3_38,ERR1211405,serum,/home/s2321661/Test/align/ERR1211405/ERR1211405_Aligned.sortedByCoord.out.bam
serum_3_39,ERR1211406,serum,/home/s2321661/Test/align/ERR1211406/ERR1211406_Aligned.sortedByCoord.out.bam
serum_3_4,ERR1211371,serum,/home/s2321661/Test/align/ERR1211371/ERR1211371_Aligned.sortedByCoord.out.bam
serum_3_40,ERR1211407,serum,/home/s2321661/Test/align/ERR1211407/ERR1211407_Aligned.sortedByCoord.out.bam
serum_3_41,ERR1211408,serum,/home/s2321661/Test/align/ERR1211408/ERR1211408_Aligned.sortedByCoord.out.bam
serum_3_42,ERR1211409,serum,/home/s2321661/Test/align/ERR1211409/ERR1211409_Aligned.sortedByCoord.out.bam
serum_3_43,ERR1211410,serum,/home/s2321661/Test/align/ERR1211410/ERR1211410_Aligned.sortedByCoord.out.bam
serum_3_44,ERR1211411,serum,/home/s2321661/Test/align/ERR1211411/ERR1211411_Aligned.sortedByCoord.out.bam
serum_3_45,ERR1211412,serum,/home/s2321661/Test/align/ERR1211412/ERR1211412_Aligned.sortedByCoord.out.bam
serum_3_46,ERR1211413,serum,/home/s2321661/Test/align/ERR1211413/ERR1211413_Aligned.sortedByCoord.out.bam
serum_3_47,ERR1211414,serum,/home/s2321661/Test/align/ERR1211414/ERR1211414_Aligned.sortedByCoord.out.bam
serum_3_48,ERR1211415,serum,/home/s2321661/Test/align/ERR1211415/ERR1211415_Aligned.sortedByCoord.out.bam
serum_3_49,ERR1211416,serum,/home/s2321661/Test/align/ERR1211416/ERR1211416_Aligned.sortedByCoord.out.bam
serum_3_5,ERR1211372,serum,/home/s2321661/Test/align/ERR1211372/ERR1211372_Aligned.sortedByCoord.out.bam
serum_3_50,ERR1211417,serum,/home/s2321661/Test/align/ERR1211417/ERR1211417_Aligned.sortedByCoord.out.bam
serum_3_51,ERR1211418,serum,/home/s2321661/Test/align/ERR1211418/ERR1211418_Aligned.sortedByCoord.out.bam
serum_3_52,ERR1211419,serum,/home/s2321661/Test/align/ERR1211419/ERR1211419_Aligned.sortedByCoord.out.bam
serum_3_53,ERR1211420,serum,/home/s2321661/Test/align/ERR1211420/ERR1211420_Aligned.sortedByCoord.out.bam
serum_3_54,ERR1211421,serum,/home/s2321661/Test/align/ERR1211421/ERR1211421_Aligned.sortedByCoord.out.bam
serum_3_55,ERR1211422,serum,/home/s2321661/Test/align/ERR1211422/ERR1211422_Aligned.sortedByCoord.out.bam
serum_3_56,ERR1211423,serum,/home/s2321661/Test/align/ERR1211423/ERR1211423_Aligned.sortedByCoord.out.bam
serum_3_57,ERR1211424,serum,/home/s2321661/Test/align/ERR1211424/ERR1211424_Aligned.sortedByCoord.out.bam
serum_3_58,ERR1211425,serum,/home/s2321661/Test/align/ERR1211425/ERR1211425_Aligned.sortedByCoord.out.bam
serum_3_59,ERR1211426,serum,/home/s2321661/Test/align/ERR1211426/ERR1211426_Aligned.sortedByCoord.out.bam
serum_3_6,ERR1211373,serum,/home/s2321661/Test/align/ERR1211373/ERR1211373_Aligned.sortedByCoord.out.bam
serum_3_60,ERR1211427,serum,/home/s2321661/Test/align/ERR1211427/ERR1211427_Aligned.sortedByCoord.out.bam
serum_3_61,ERR1211428,serum,/home/s2321661/Test/align/ERR1211428/ERR1211428_Aligned.sortedByCoord.out.bam
serum_3_62,ERR1211429,serum,/home/s2321661/Test/align/ERR1211429/ERR1211429_Aligned.sortedByCoord.out.bam
serum_3_63,ERR1211430,serum,/home/s2321661/Test/align/ERR1211430/ERR1211430_Aligned.sortedByCoord.out.bam
serum_3_64,ERR1211431,serum,/home/s2321661/Test/align/ERR1211431/ERR1211431_Aligned.sortedByCoord.out.bam
serum_3_65,ERR1211432,serum,/home/s2321661/Test/align/ERR1211432/ERR1211432_Aligned.sortedByCoord.out.bam
serum_3_66,ERR1211433,serum,/home/s2321661/Test/align/ERR1211433/ERR1211433_Aligned.sortedByCoord.out.bam
serum_3_67,ERR1211434,serum,/home/s2321661/Test/align/ERR1211434/ERR1211434_Aligned.sortedByCoord.out.bam
serum_3_68,ERR1211435,serum,/home/s2321661/Test/align/ERR1211435/ERR1211435_Aligned.sortedByCoord.out.bam
serum_3_69,ERR1211436,serum,/home/s2321661/Test/align/ERR1211436/ERR1211436_Aligned.sortedByCoord.out.bam
serum_3_7,ERR1211374,serum,/home/s2321661/Test/align/ERR1211374/ERR1211374_Aligned.sortedByCoord.out.bam
serum_3_70,ERR1211437,serum,/home/s2321661/Test/align/ERR1211437/ERR1211437_Aligned.sortedByCoord.out.bam
serum_3_71,ERR1211438,serum,/home/s2321661/Test/align/ERR1211438/ERR1211438_Aligned.sortedByCoord.out.bam
serum_3_72,ERR1211439,serum,/home/s2321661/Test/align/ERR1211439/ERR1211439_Aligned.sortedByCoord.out.bam
serum_3_73,ERR1211440,serum,/home/s2321661/Test/align/ERR1211440/ERR1211440_Aligned.sortedByCoord.out.bam
serum_3_74,ERR1211441,serum,/home/s2321661/Test/align/ERR1211441/ERR1211441_Aligned.sortedByCoord.out.bam
serum_3_75,ERR1211442,serum,/home/s2321661/Test/align/ERR1211442/ERR1211442_Aligned.sortedByCoord.out.bam
serum_3_76,ERR1211443,serum,/home/s2321661/Test/align/ERR1211443/ERR1211443_Aligned.sortedByCoord.out.bam
serum_3_77,ERR1211444,serum,/home/s2321661/Test/align/ERR1211444/ERR1211444_Aligned.sortedByCoord.out.bam
serum_3_78,ERR1211445,serum,/home/s2321661/Test/align/ERR1211445/ERR1211445_Aligned.sortedByCoord.out.bam
serum_3_79,ERR1211446,serum,/home/s2321661/Test/align/ERR1211446/ERR1211446_Aligned.sortedByCoord.out.bam
serum_3_8,ERR1211375,serum,/home/s2321661/Test/align/ERR1211375/ERR1211375_Aligned.sortedByCoord.out.bam
serum_3_80,ERR1211447,serum,/home/s2321661/Test/align/ERR1211447/ERR1211447_Aligned.sortedByCoord.out.bam
serum_3_81,ERR1211448,serum,/home/s2321661/Test/align/ERR1211448/ERR1211448_Aligned.sortedByCoord.out.bam
serum_3_82,ERR1211449,serum,/home/s2321661/Test/align/ERR1211449/ERR1211449_Aligned.sortedByCoord.out.bam
serum_3_83,ERR1211450,serum,/home/s2321661/Test/align/ERR1211450/ERR1211450_Aligned.sortedByCoord.out.bam
serum_3_84,ERR1211451,serum,/home/s2321661/Test/align/ERR1211451/ERR1211451_Aligned.sortedByCoord.out.bam
serum_3_85,ERR1211452,serum,/home/s2321661/Test/align/ERR1211452/ERR1211452_Aligned.sortedByCoord.out.bam
serum_3_86,ERR1211453,serum,/home/s2321661/Test/align/ERR1211453/ERR1211453_Aligned.sortedByCoord.out.bam
serum_3_87,ERR1211454,serum,/home/s2321661/Test/align/ERR1211454/ERR1211454_Aligned.sortedByCoord.out.bam
serum_3_88,ERR1211455,serum,/home/s2321661/Test/align/ERR1211455/ERR1211455_Aligned.sortedByCoord.out.bam
serum_3_89,ERR1211456,serum,/home/s2321661/Test/align/ERR1211456/ERR1211456_Aligned.sortedByCoord.out.bam
serum_3_9,ERR1211376,serum,/home/s2321661/Test/align/ERR1211376/ERR1211376_Aligned.sortedByCoord.out.bam
serum_3_90,ERR1211457,serum,/home/s2321661/Test/align/ERR1211457/ERR1211457_Aligned.sortedByCoord.out.bam
serum_3_91,ERR1211458,serum,/home/s2321661/Test/align/ERR1211458/ERR1211458_Aligned.sortedByCoord.out.bam
serum_3_92,ERR1211459,serum,/home/s2321661/Test/align/ERR1211459/ERR1211459_Aligned.sortedByCoord.out.bam
serum_3_93,ERR1211460,serum,/home/s2321661/Test/align/ERR1211460/ERR1211460_Aligned.sortedByCoord.out.bam
serum_3_94,ERR1211461,serum,/home/s2321661/Test/align/ERR1211461/ERR1211461_Aligned.sortedByCoord.out.bam
serum_3_95,ERR1211462,serum,/home/s2321661/Test/align/ERR1211462/ERR1211462_Aligned.sortedByCoord.out.bam
serum_3_96,ERR1211463,serum,/home/s2321661/Test/align/ERR1211463/ERR1211463_Aligned.sortedByCoord.out.bam
serum1_1,ERR523033,serum,/home/s2321661/Test/align/ERR523033/ERR523033_Aligned.sortedByCoord.out.bam
serum1_10,ERR523196,serum,/home/s2321661/Test/align/ERR523196/ERR523196_Aligned.sortedByCoord.out.bam
serum1_11,ERR522893,serum,/home/s2321661/Test/align/ERR522893/ERR522893_Aligned.sortedByCoord.out.bam
serum1_12,ERR523200,serum,/home/s2321661/Test/align/ERR523200/ERR523200_Aligned.sortedByCoord.out.bam
serum1_13,ERR522971,serum,/home/s2321661/Test/align/ERR522971/ERR522971_Aligned.sortedByCoord.out.bam
serum1_14,ERR522945,serum,/home/s2321661/Test/align/ERR522945/ERR522945_Aligned.sortedByCoord.out.bam
serum1_15,ERR523152,serum,/home/s2321661/Test/align/ERR523152/ERR523152_Aligned.sortedByCoord.out.bam
serum1_16,ERR522967,serum,/home/s2321661/Test/align/ERR522967/ERR522967_Aligned.sortedByCoord.out.bam
serum1_17,ERR523129,serum,/home/s2321661/Test/align/ERR523129/ERR523129_Aligned.sortedByCoord.out.bam
serum1_18,ERR522877,serum,/home/s2321661/Test/align/ERR522877/ERR522877_Aligned.sortedByCoord.out.bam
serum1_19,ERR523047,serum,/home/s2321661/Test/align/ERR523047/ERR523047_Aligned.sortedByCoord.out.bam
